"Text", "Query"
How many awards have graduates from the <A> earned?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_almaMater <A> sep_dot var_x dbp_awards var_uri  sep_dot brack_close
Which artist was taught by <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_training <A>  sep_dot var_uri rdf_type dbo_Artist brack_close
What is the location of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_other var_uri brack_close 
Which ground of <A> is the palce of birth of <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A>_Fort_Lauderdale_Strikers_season dbo_ground var_uri sep_dot <B> dbp_placeOfBirth var_uri brack_close
Which minister was responsible for <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_leader var_uri brack_close 
Which TV show produced by Paramount Television and is located in <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_company dbr_Paramount_Television sep_dot var_uri dbo_location <A>  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
Name the sea located near <B> and has a nearby city as <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_cities <A> sep_dot var_uri dbo_location <B>  sep_dot var_uri rdf_type dbo_Sea brack_close
What ingredients are used in preparing the dish of <A>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_ingredient var_uri brack_close 
What is the former partner of the figure skaters whose current partner is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_currentPartner <A> sep_dot var_x dbo_formerPartner var_uri  sep_dot var_x rdf_type dbo_FigureSkater brack_close
In how many nations does <A> own train stations?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_owningOrganisation <A> sep_dot var_x dbo_country var_uri  sep_dot var_uri rdf_type dbo_Country brack_close
Does <A> play for the <B>'s national team?,ASK WHERE brack_open <A> dbp_nationalteam <B> brack_close
Which company released the software <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_products <A>  sep_dot var_uri rdf_type dbo_Company brack_close
In which cities are there american football teams where <A> played?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_pastteams var_x sep_dot var_x dbo_locationCity var_uri  sep_dot var_x rdf_type dbo_AmericanFootballTeam brack_close
"Which country's national motto is ""<A>""?",SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_nationalMotto <A>  sep_dot var_uri rdf_type dbo_Country brack_close
What is the homeport of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_homeport var_uri brack_close 
What is the largest city of the country where <A> was born?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_birthplace var_x sep_dot var_x dbo_largestCity var_uri  sep_dot var_x rdf_type dbo_Country brack_close
Which county of <A> is also the birht place of <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_counties var_uri sep_dot <B> dbo_birthPlace var_uri brack_close
Where was <A> trained ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_training var_uri brack_close 
Which parent organization of <A> also owns the <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_parentOrganisation var_uri sep_dot <B> dbo_owner var_uri brack_close
Name the wine regions of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_wineRegion var_uri brack_close 
What is the resting place of the child of <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_children var_x sep_dot var_x dbo_restingPlace var_uri  sep_dot brack_close
Which <A> can be said as a <B> based game?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_genre <A> sep_dot var_uri dbo_genre <B> sep_dot brack_close
"Where are the philosophers from, whose main work is on the matter of <A> ?",SELECT DISTINCT var_uri WHERE brack_open var_x dbo_mainInterest <A> sep_dot var_x dbp_region var_uri  sep_dot var_x rdf_type dbo_Philosopher brack_close
What are the things built by <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_manufacturer var_uri brack_close 
What is the official residence of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_residence var_uri brack_close 
What are shows whose theme music composer's home town is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_hometown <A> sep_dot var_uri dbp_themeMusicComposer var_x  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
Name the university whose affiliations's foundation is in <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_foundation <A> sep_dot var_uri dbp_affiliations var_x  sep_dot var_uri rdf_type dbo_University brack_close
Who was the coach of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_coach var_uri brack_close 
Whcih land of Citi Trends is also the constituency of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_constituency var_uri sep_dot dbr_CitiTrends_(radio_show) dbo_country var_uri brack_close
Which TV show's composer is <B> and executive producer as Glen and <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_composer <B> sep_dot var_uri dbo_executiveProducer <A>  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
"Where did they debut their careers , those who have played for <A> ?",SELECT DISTINCT var_uri WHERE brack_open var_x dbp_nationalteam <A> sep_dot var_x dbp_debutteam var_uri  sep_dot brack_close
What are on the borders of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_border var_uri brack_close 
What is the former team of the american football players whose position is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_position <A> sep_dot var_x dbo_formerTeam var_uri  sep_dot var_x rdf_type dbo_AmericanFootballPlayer brack_close
Which creator of <A> has also given the  musical score of the <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_creator var_uri sep_dot <B> dbo_musicBy var_uri brack_close
How many different kinds of games are published by <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_publisher <A> sep_dot var_x dbp_genre var_uri  sep_dot brack_close
What other awards have been given to <A> Winners?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_award <A> sep_dot var_x dbp_awards var_uri  sep_dot brack_close
How many other important work has been done by the writers of <A> ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_notableworks <A> sep_dot var_x dbo_notableWork var_uri  sep_dot brack_close
Race horses whose grandsire is <A> have taken part in which races?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_grandsire <A> sep_dot var_x dbp_race var_uri  sep_dot var_x rdf_type dbo_RaceHorse brack_close
Who are the tenants of the stadium which is a venue of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_venue var_x sep_dot var_x dbo_tenant var_uri  sep_dot var_x rdf_type dbo_Stadium brack_close
Which coach of Marquette Golden Eagles men's basketball team is also the head coach  of Virginia Tech Hokies men's basketball team ?, SELECT DISTINCT var_uri WHERE brack_open dbr_2014–15_Virginia_Tech_Hokies_men's_basketball_team dbp_headcoach var_uri sep_dot dbr_2012–13_Marquette_Golden_Eagles_men's_basketball_team dbo_coach var_uri brack_close
Which are the races in which <A> participated?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_race var_uri brack_close 
With what company is the service <A> associated?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_services <A>  sep_dot var_uri rdf_type dbo_Company brack_close
Where common region are <B> and <A> sold?,SELECT DISTINCT var_uri WHERE brack_open <B> dbo_region var_uri sep_dot <A> dbo_region var_uri sep_dot brack_close
What awards have been given to citizens of the <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_citizenship <A> sep_dot var_x dbo_award var_uri  sep_dot brack_close
List the <A> shows broadcasted on <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_genre <A> sep_dot var_uri dbo_network <B>  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
Who is the person opposed  by <A> and <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_opponent <A> sep_dot var_uri dbo_opponent <B> sep_dot var_uri rdf_type dbo_Person brack_close
List the products of <A>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_products var_uri brack_close 
Name the  former broadcast network of the television station which is the sister stations of <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_sisterStations var_x sep_dot var_x dbo_formerBroadcastNetwork var_uri  sep_dot brack_close
What is the country of the <A> Acrostar and the <B> missile?,SELECT DISTINCT var_uri WHERE brack_open <A>_Acrostar dbo_origin var_uri sep_dot <B> dbo_origin var_uri sep_dot brack_close
What  is the Nickname of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_nickname var_uri brack_close 
Who owns the websites for which <A> writes?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_author <A> sep_dot var_x dbo_owner var_uri  sep_dot brack_close
What are the bridges whose located in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_locatedInArea <A>  sep_dot var_uri rdf_type dbo_Bridge brack_close
Which settelment area is the home town of the <A> and <B>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_hometown var_uri sep_dot <B> dbo_hometown var_uri sep_dot var_uri rdf_type dbo_Settlement brack_close
Who were the head of government agencies working in the <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_jurisdiction <A> sep_dot var_x dbo_leader var_uri  sep_dot var_x rdf_type dbo_GovernmentAgency brack_close
Name the companies which are in cities under <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_leaderName <A> sep_dot var_uri dbo_locationCity var_x  sep_dot var_uri rdf_type dbo_Company brack_close
What is the largest city of the birthplace of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_birthplace var_x sep_dot var_x dbo_largestCity var_uri  sep_dot brack_close
Which source of Water resources management in El Salvador is also the nation of the Sierra del Merendn?, SELECT DISTINCT var_uri WHERE brack_open dbr_Water_resources_management_in_El_Salvador dbp_sourceCountry var_uri sep_dot dbr_Sierra_del_Merendón dbo_country var_uri brack_close
What is the academic journal whose editor is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_editor <A>  sep_dot var_uri rdf_type dbo_AcademicJournal brack_close
What awards have the alumni of <A> achieved?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_training <A> sep_dot var_x dbo_award var_uri  sep_dot brack_close
Name the members of youth clubs which have <A> as their homeground.,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_ground <A> sep_dot var_uri dbp_youthclubs var_x  sep_dot brack_close
Does <A> manage the railway line going to the <B> ?,ASK WHERE brack_open <B> dbo_servingRailwayLine <A> brack_close
Which musical artist associated with <A> has label with <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_associatedMusicalArtist <A> sep_dot var_uri dbp_label <B>  sep_dot var_uri rdf_type dbo_MusicalArtist brack_close
Who are some basketball players who played for <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_team <A>  sep_dot var_uri rdf_type dbo_BasketballPlayer brack_close
"Which relative of <A> was the leader of <B> ?"," SELECT DISTINCT var_uri WHERE brack_open <A> dbo_relation var_uri sep_dot <A> dbp_leader var_uri brack_close"
"From how many works is the musical derived, whose lyrics are written by <A>?",SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_lyrics <A> sep_dot var_x dbo_basedOn var_uri  sep_dot brack_close
Which office holder allegiance is <A> and was has a wife named <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_spouse <B> sep_dot var_uri dbp_allegiance <A>  sep_dot var_uri rdf_type dbo_OfficeHolder brack_close
Was <A> the anthem of <B>?,ASK WHERE brack_open <B> dbo_anthem <A> brack_close
Employees of <A> have come from which towns?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_employer <A> sep_dot var_x dbp_homeTown var_uri  sep_dot brack_close
How many non-fiction subject are there of the books whose one of the non-fiction subject is <A> ?, SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_nonFictionSubject <A> sep_dot var_x dbo_nonFictionSubject var_uri brack_close
Who is the licensee of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_licensee var_uri brack_close 
Who are in the board of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_board var_uri brack_close 
Where were some people associated with <A> employed at?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_associatedMusicalArtist <A> sep_dot var_x dbo_occupation var_uri  sep_dot var_x rdf_type dbo_Person brack_close
What is the origin of the musical artist whose associated band is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_associatedBand <A> sep_dot var_x dbp_origin var_uri  sep_dot var_x rdf_type dbo_MusicalArtist brack_close
Who is the nominee of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_nominee var_uri brack_close 
Which division of Serbia national team is also the region of <A> ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Serbia_national_American_football_team dbo_division var_uri sep_dot <A> dbo_region var_uri brack_close
Name the royalty whose spouse was <A> of Egypt and one of his parent was <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_mother <A> sep_dot var_uri dbo_parent <B>  sep_dot var_uri rdf_type dbo_Royalty brack_close
List the major shrines of <A>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_majorShrine var_uri brack_close 
Name some shows whose company is owned by the <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_owner <A> sep_dot var_uri dbp_company var_x  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
Which famous person is born in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_homeTown <A>  sep_dot brack_close
In which countries have the <A> aircrafts originated?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_manufacturer <A> sep_dot var_x dbp_nationalOrigin var_uri  sep_dot var_x rdf_type dbo_Aircraft brack_close
How many other family of the mammals exists  whose family is also <A> ?, SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_family <A> sep_dot var_x dbo_family var_uri brack_close
What is the former team of the football player who is the coach of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_coach var_x sep_dot var_x dbo_formerTeam var_uri  sep_dot var_x rdf_type dbo_AmericanFootballPlayer brack_close
How many  TV shows were made by someone who was associated with <A> ?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_associatedBand <A> sep_dot var_uri dbp_creator var_x  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
For how many other teams have the former players of <A> played?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_formerTeam <A> sep_dot var_x dbp_playedFor var_uri  sep_dot var_uri rdf_type dbo_SportsTeam brack_close
Which things have been made by artists who died in <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_deathPlace <A> sep_dot var_uri dbo_creator var_x  sep_dot brack_close
What are the TV shows whose network is also known as the <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_sisterNames <A> sep_dot var_uri dbp_network var_x  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
How many other important things has the painter of <A> done?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open <A> dbp_creator var_x sep_dot var_x dbo_notableWork var_uri  sep_dot brack_close
Which founder of <A> is also the judge of <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_founder var_uri sep_dot <B> dbp_judges var_uri brack_close
Who owns the <A>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_owningOrganisation var_uri brack_close 
